time,reference_position,reference_position_filtered,current_position,position_error,reference_velocity,current_velocity,feed_forward_velocity,velocity_error,integral_action,proportional_action,control_torque,
4.44221,0,0,0.0138684,-0.0138684,-0.44379,2.16727e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.44412,0,0,0.0138684,-0.0138684,-0.44379,5.09711e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.44615,0,0,0.0138684,-0.0138684,-0.44379,2.15861e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.4481,0,0,0.0138684,-0.0138684,-0.44379,5.0858e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.45016,0,0,0.0138684,-0.0138684,-0.44379,2.14982e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.45221,0,0,0.0138684,-0.0138684,-0.44379,5.07436e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.45419,0,0,0.0138684,-0.0138684,-0.44379,2.14087e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.45617,0,0,0.0138684,-0.0138684,-0.44379,5.06277e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.45825,0,0,0.0138684,-0.0138684,-0.44379,2.13184e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.46019,0,0,0.0138684,-0.0138684,-0.44379,5.05113e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.46216,0,0,0.0138684,-0.0138684,-0.44379,2.12265e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.46415,0,0,0.0138684,-0.0138684,-0.44379,5.03938e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.46613,0,0,0.0138684,-0.0138684,-0.44379,2.11335e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.46811,0,0,0.0138684,-0.0138684,-0.44379,5.02747e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.47019,0,0,0.0138684,-0.0138684,-0.44379,2.10404e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.47214,0,0,0.0138684,-0.0138684,-0.44379,5.01552e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.47414,0,0,0.0138684,-0.0138684,-0.44379,2.09449e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.47617,0,0,0.0138684,-0.0138684,-0.44379,5.00342e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.47823,0,0,0.0138684,-0.0138684,-0.44379,2.08495e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.48074,0,0,0.0138684,-0.0138684,-0.44379,4.99131e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.48216,0,0,0.0138684,-0.0138684,-0.44379,2.07526e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.48417,0,0,0.0138684,-0.0138684,-0.44379,4.97909e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.48619,0,0,0.0138684,-0.0138684,-0.44379,2.06549e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.4881,0,0,0.0138684,-0.0138684,-0.44379,2.4282e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.49019,0,0,0.0138684,-0.0138684,-0.44379,2.05555e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.49213,0,0,0.0138684,-0.0138684,-0.44379,4.9543e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.49418,0,0,0.0138684,-0.0138684,-0.44379,2.04565e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.49614,0,0,0.0138684,-0.0138684,-0.44379,4.9418e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.49816,0,0,0.0138684,-0.0138684,-0.44379,2.03555e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.50013,0,0,0.0138684,-0.0138684,-0.44379,4.92921e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.50232,0,0,0.0138684,-0.0138684,-0.44379,2.02546e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.50413,0,0,0.0138684,-0.0138684,-0.44379,4.91656e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.50628,0,0,0.0138684,-0.0138684,-0.44379,3.06194e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.50817,0,0,0.0138684,-0.0138684,-0.44379,4.90383e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.51024,0,0,0.0138684,-0.0138684,-0.44379,3.0515e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.51207,0,0,0.0138684,-0.0138684,-0.44379,2.36643e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.51401,0,0,0.0138684,-0.0138684,-0.44379,1.99461e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.5161,0,0,0.0138684,-0.0138684,-0.44379,4.87828e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.51824,0,0,0.0138684,-0.0138684,-0.44379,3.03008e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.52028,0,0,0.0138684,-0.0138684,-0.44379,2.34519e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.52225,0,0,0.0138684,-0.0138684,-0.44379,3.01912e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.52431,0,0,0.0138684,-0.0138684,-0.44379,2.33429e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.52618,0,0,0.0138684,-0.0138684,-0.44379,3.00809e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.52814,0,0,0.0138684,-0.0138684,-0.44379,2.32322e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.5302,0,0,0.0138684,-0.0138684,-0.44379,4.95594e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.5322,0,0,0.0138684,-0.0138684,-0.44379,1.9788e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.53418,0,0,0.0138684,-0.0138684,-0.44379,4.83846e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.53623,0,0,0.0138684,-0.0138684,-0.44379,1.94332e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.53819,0,0,0.0138684,-0.0138684,-0.44379,2.45878e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.54019,0,0,0.0138684,-0.0138684,-0.44379,3.01657e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.54221,0,0,0.0138684,-0.0138684,-0.44379,2.31075e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.54417,0,0,0.0138684,-0.0138684,-0.44379,4.92868e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.54623,0,0,0.0138684,-0.0138684,-0.44379,3.01075e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.54817,0,0,0.0138684,-0.0138684,-0.44379,2.45047e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.55017,0,0,0.0138684,-0.0138684,-0.44379,3.00339e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.55214,0,0,0.0138684,-0.0138684,-0.44379,2.29714e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.55416,0,0,0.0138684,-0.0138684,-0.44379,4.90879e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.55619,0,0,0.0138684,-0.0138684,-0.44379,1.93938e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.55823,0,0,0.0138684,-0.0138684,-0.44379,2.43465e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.5602,0,0,0.0138684,-0.0138684,-0.44379,4.89816e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.56223,0,0,0.0138684,-0.0138684,-0.44379,2.2816e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.56418,0,0,0.0138684,-0.0138684,-0.44379,4.8872e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.56616,0,0,0.0138684,-0.0138684,-0.44379,1.92055e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.56817,0,0,0.0138684,-0.0138684,-0.44379,2.41756e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.57017,0,0,0.0138684,-0.0138684,-0.44379,2.96963e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.57216,0,0,0.0138684,-0.0138684,-0.44379,2.26456e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.57421,0,0,0.0138684,-0.0138684,-0.44379,4.86429e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.57611,0,0,0.0138684,-0.0138684,-0.44379,1.90058e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.5781,0,0,0.0138684,-0.0138684,-0.44379,2.3991e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.58006,0,0,0.0138684,-0.0138684,-0.44379,2.95084e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.58216,0,0,0.0138684,-0.0138684,-0.44379,2.24641e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.5842,0,0,0.0138684,-0.0138684,-0.44379,4.84019e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.58615,0,0,0.0138684,-0.0138684,-0.44379,1.87959e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.58815,0,0,0.0138684,-0.0138684,-0.44379,2.37982e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.59019,0,0,0.0138684,-0.0138684,-0.44379,4.82785e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.59216,0,0,0.0138684,-0.0138684,-0.44379,1.86867e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.59415,0,0,0.0138684,-0.0138684,-0.44379,4.8153e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.59614,0,0,0.0138684,-0.0138684,-0.44379,1.85755e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.59814,0,0,0.0138684,-0.0138684,-0.44379,2.35973e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.60014,0,0,0.0138684,-0.0138684,-0.44379,2.91058e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.60214,0,0,0.0138684,-0.0138684,-0.44379,2.20739e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.60417,0,0,0.0138684,-0.0138684,-0.44379,4.78965e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.60613,0,0,0.0138684,-0.0138684,-0.44379,1.83472e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.60807,0,0,0.0138684,-0.0138684,-0.44379,2.33903e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.61016,0,0,0.0138684,-0.0138684,-0.44379,2.88945e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.61212,0,0,0.0138684,-0.0138684,-0.44379,2.18716e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.61413,0,0,0.0138684,-0.0138684,-0.44379,4.76332e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.61611,0,0,0.0138684,-0.0138684,-0.44379,1.81104e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.61816,0,0,0.0138684,-0.0138684,-0.44379,2.31767e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.62005,0,0,0.0138684,-0.0138684,-0.44379,2.86769e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.62213,0,0,0.0138684,-0.0138684,-0.44379,2.16634e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.62412,0,0,0.0138684,-0.0138684,-0.44379,4.73652e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.62614,0,0,0.0138684,-0.0138684,-0.44379,1.78671e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.62813,0,0,0.0138684,-0.0138684,-0.44379,2.29583e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.63012,0,0,0.0138684,-0.0138684,-0.44379,2.84544e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.63212,0,0,0.0138684,-0.0138684,-0.44379,2.14499e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.6342,0,0,0.0138684,-0.0138684,-0.44379,4.70912e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.63611,0,0,0.0138684,-0.0138684,-0.44379,1.76183e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.63807,0,0,0.0138684,-0.0138684,-0.44379,2.27354e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.64008,0,0,0.0138684,-0.0138684,-0.44379,4.75609e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.64216,0,0,0.0138684,-0.0138684,-0.44379,1.7679e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.6441,0,0,0.0138684,-0.0138684,-0.44379,2.26879e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.64621,0,0,0.0138684,-0.0138684,-0.44379,4.74636e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.64815,0,0,0.0138684,-0.0138684,-0.44379,1.75961e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.65012,0,0,0.0138684,-0.0138684,-0.44379,2.26078e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.65215,0,0,0.0138684,-0.0138684,-0.44379,4.73503e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.6541,0,0,0.0138684,-0.0138684,-0.44379,1.75036e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.65612,0,0,0.0138684,-0.0138684,-0.44379,2.25225e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.65818,0,0,0.0138684,-0.0138684,-0.44379,4.72319e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.66017,0,0,0.0138684,-0.0138684,-0.44379,1.74056e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.6622,0,0,0.0138684,-0.0138684,-0.44379,2.24333e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.66414,0,0,0.0138684,-0.0138684,-0.44379,4.71092e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.66613,0,0,0.0138684,-0.0138684,-0.44379,1.73024e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.66812,0,0,0.0138684,-0.0138684,-0.44379,2.23389e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.67016,0,0,0.0138684,-0.0138684,-0.44379,4.69811e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.67216,0,0,0.0138684,-0.0138684,-0.44379,1.71931e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.67408,0,0,0.0138684,-0.0138684,-0.44379,2.22399e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.67617,0,0,0.0138684,-0.0138684,-0.44379,4.68501e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.67806,0,0,0.0138684,-0.0138684,-0.44379,1.70806e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.68015,0,0,0.0138684,-0.0138684,-0.44379,2.21374e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.6821,0,0,0.0138684,-0.0138684,-0.44379,4.6714e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.68411,0,0,0.0138684,-0.0138684,-0.44379,1.69624e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.68607,0,0,0.0138684,-0.0138684,-0.44379,2.20312e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.6881,0,0,0.0138684,-0.0138684,-0.44379,4.65755e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.69009,0,0,0.0138684,-0.0138684,-0.44379,1.68408e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.6921,0,0,0.0138684,-0.0138684,-0.44379,2.19218e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.6942,0,0,0.0138684,-0.0138684,-0.44379,4.64331e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.69612,0,0,0.0138684,-0.0138684,-0.44379,1.67147e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.69822,0,0,0.0138684,-0.0138684,-0.44379,2.18084e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.7002,0,0,0.0138684,-0.0138684,-0.44379,4.62868e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.70219,0,0,0.0138684,-0.0138684,-0.44379,1.65852e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.70425,0,0,0.0138684,-0.0138684,-0.44379,2.0391e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.7061,0,0,0.0138684,-0.0138684,-0.44379,4.61383e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.70822,0,0,0.0138684,-0.0138684,-0.44379,1.64516e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.71027,0,0,0.0138684,-0.0138684,-0.44379,2.15724e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.7122,0,0,0.0138684,-0.0138684,-0.44379,2.27492e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.71416,0,0,0.0138684,-0.0138684,-0.44379,4.63068e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.71619,0,0,0.0138684,-0.0138684,-0.44379,1.64212e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.71829,0,0,0.0138684,-0.0138684,-0.44379,2.22211e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.72016,0,0,0.0138684,-0.0138684,-0.44379,4.6174e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.72221,0,0,0.0138684,-0.0138684,-0.44379,2.71825e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.72412,0,0,0.0138684,-0.0138684,-0.44379,2.01195e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.72618,0,0,0.0138684,-0.0138684,-0.44379,2.25351e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.72816,0,0,0.0138684,-0.0138684,-0.44379,2.70708e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.73019,0,0,0.0138684,-0.0138684,-0.44379,2.00175e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.73226,0,0,0.0138684,-0.0138684,-0.44379,2.1279e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.73427,0,0,0.0138684,-0.0138684,-0.44379,2.24173e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.73619,0,0,0.0138684,-0.0138684,-0.44379,2.69536e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.73823,0,0,0.0138684,-0.0138684,-0.44379,1.99082e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.7402,0,0,0.0138684,-0.0138684,-0.44379,2.22943e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.74217,0,0,0.0138684,-0.0138684,-0.44379,2.68309e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.74423,0,0,0.0138684,-0.0138684,-0.44379,1.97953e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.74617,0,0,0.0138684,-0.0138684,-0.44379,2.17566e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.7482,0,0,0.0138684,-0.0138684,-0.44379,2.21674e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.75019,0,0,0.0138684,-0.0138684,-0.44379,4.5746e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.75227,0,0,0.0138684,-0.0138684,-0.44379,1.58511e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.75425,0,0,0.0138684,-0.0138684,-0.44379,2.09485e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.75624,0,0,0.0138684,-0.0138684,-0.44379,2.22931e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.75826,0,0,0.0138684,-0.0138684,-0.44379,4.55969e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.76019,0,0,0.0138684,-0.0138684,-0.44379,1.57263e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.76224,0,0,0.0138684,-0.0138684,-0.44379,2.08394e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.76412,0,0,0.0138684,-0.0138684,-0.44379,2.19342e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.76616,0,0,0.0138684,-0.0138684,-0.44379,2.65286e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.76812,0,0,0.0138684,-0.0138684,-0.44379,1.94954e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.77019,0,0,0.0138684,-0.0138684,-0.44379,2.0722e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.77221,0,0,0.0138684,-0.0138684,-0.44379,2.18064e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.77421,0,0,0.0138684,-0.0138684,-0.44379,4.52722e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.77622,0,0,0.0138684,-0.0138684,-0.44379,1.54476e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.77819,0,0,0.0138684,-0.0138684,-0.44379,2.05964e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.78031,0,0,0.0138684,-0.0138684,-0.44379,2.16695e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.78208,0,0,0.0138684,-0.0138684,-0.44379,2.20269e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.7842,0,0,0.0138684,-0.0138684,-0.44379,2.62939e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.78616,0,0,0.0138684,-0.0138684,-0.44379,1.92668e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.78811,0,0,0.0138684,-0.0138684,-0.44379,2.11568e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.79016,0,0,0.0138684,-0.0138684,-0.44379,2.18883e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.79217,0,0,0.0138684,-0.0138684,-0.44379,2.19635e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.79424,0,0,0.0138684,-0.0138684,-0.44379,2.61803e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.79626,0,0,0.0138684,-0.0138684,-0.44379,1.91599e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.79829,0,0,0.0138684,-0.0138684,-0.44379,2.10328e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.80022,0,0,0.0138684,-0.0138684,-0.44379,2.16237e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.80214,0,0,0.0138684,-0.0138684,-0.44379,2.18621e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.80421,0,0,0.0138684,-0.0138684,-0.44379,2.18861e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.80642,0,0,0.0138684,-0.0138684,-0.44379,2.60635e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.80822,0,0,0.0138684,-0.0138684,-0.44379,1.9055e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.81006,0,0,0.0138684,-0.0138684,-0.44379,2.09092e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.81218,0,0,0.0138684,-0.0138684,-0.44379,2.16054e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.81417,0,0,0.0138684,-0.0138684,-0.44379,2.16731e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.81621,0,0,0.0138684,-0.0138684,-0.44379,2.17323e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.81821,0,0,0.0138684,-0.0138684,-0.44379,2.17521e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.82014,0,0,0.0138684,-0.0138684,-0.44379,2.17604e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.82216,0,0,0.0138684,-0.0138684,-0.44379,2.59272e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.82422,0,0,0.0138684,-0.0138684,-0.44379,1.89423e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.82622,0,0,0.0138684,-0.0138684,-0.44379,2.07778e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.82828,0,0,0.0138684,-0.0138684,-0.44379,2.1336e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.83018,0,0,0.0138684,-0.0138684,-0.44379,2.15064e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.8322,0,0,0.0138684,-0.0138684,-0.44379,2.15547e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.83418,0,0,0.0138684,-0.0138684,-0.44379,2.15656e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.83618,0,0,0.0138684,-0.0138684,-0.44379,2.15648e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.83817,0,0,0.0138684,-0.0138684,-0.44379,2.15602e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.84015,0,0,0.0138684,-0.0138684,-0.44379,2.15535e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.84216,0,0,0.0138684,-0.0138684,-0.44379,2.15454e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.84413,0,0,0.0138684,-0.0138684,-0.44379,2.15361e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.84611,0,0,0.0138684,-0.0138684,-0.44379,2.15253e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.84816,0,0,0.0138684,-0.0138684,-0.44379,2.1513e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.85024,0,0,0.0138684,-0.0138684,-0.44379,2.14992e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.85218,0,0,0.0138684,-0.0138684,-0.44379,2.14856e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.85422,0,0,0.0138684,-0.0138684,-0.44379,2.14705e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.85671,0,0,0.0138684,-0.0138684,-0.44379,2.14544e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.85828,0,0,0.0138684,-0.0138684,-0.44379,2.14367e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.86017,0,0,0.0138684,-0.0138684,-0.44379,2.14176e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.86214,0,0,0.0138684,-0.0138684,-0.44379,2.13989e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.86413,0,0,0.0138684,-0.0138684,-0.44379,2.13786e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.86615,0,0,0.0138684,-0.0138684,-0.44379,2.13576e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.86812,0,0,0.0138684,-0.0138684,-0.44379,2.13372e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.87014,0,0,0.0138684,-0.0138684,-0.44379,2.1315e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.87208,0,0,0.0138684,-0.0138684,-0.44379,2.12914e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.87412,0,0,0.0138684,-0.0138684,-0.44379,2.12684e-09,0,-0.44379,46.8996,-46.598,0.23367,
4.87617,0,0,0.0138684,-0.0138684,-0.44379,2.12453e-09,0,-0.44379,46.8996,-46.598,0.233667,
4.87816,0,0,0.0138684,-0.0138684,-0.44379,2.12213e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.88025,0,0,0.0138684,-0.0138684,-0.44379,2.11969e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.8821,0,0,0.0138684,-0.0138684,-0.44379,2.11592e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.88408,0,0,0.0138684,-0.0138684,-0.44379,2.11459e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.88607,0,0,0.0138684,-0.0138684,-0.44379,2.1121e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.88819,0,0,0.0138684,-0.0138684,-0.44379,2.10947e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.89002,0,0,0.0138684,-0.0138684,-0.44379,2.10546e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.89208,0,0,0.0138684,-0.0138684,-0.44379,2.1028e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.89424,0,0,0.0138684,-0.0138684,-0.44379,2.10152e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.89612,0,0,0.0138684,-0.0138684,-0.44379,2.09883e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.89817,0,0,0.0138684,-0.0138684,-0.44379,2.0961e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.90017,0,0,0.0138684,-0.0138684,-0.44379,2.0934e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.90223,0,0,0.0138684,-0.0138684,-0.44379,2.09062e-09,0,-0.44379,46.8997,-46.598,0.23367,
4.90422,0,0,0.0138684,-0.0138684,-0.44379,2.08781e-09,0,-0.44379,46.8997,-46.598,0.23367,
